Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
26.5,4084981341,25406,160788.1,146527.0,57504,698080,100729.1,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
17.8,2736414667,3055,895716.7,243904.0,97856,21142152,2432971.9,"mul_mat_f16_pinned_kernel_wmma(const __half *, const __half *, float *, int, int, int, int, int, int)"
13.3,2045448991,37288,54855.4,58528.0,15808,93536,21810.2,"void mul_mat_q_split_k<(ggml_type)2, (int)8, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
12.2,1875822368,83655,22423.3,3968.0,3903,4196673,275778.5,void cutlass::Kernel2<cutlass_75_wmma_tensorop_h161616gemm_16x16_128x2_tn_align8>(T1::Params)
8.2,1257081284,15155,82948.3,94432.0,18144,109856,28444.6,"void mul_mat_q_split_k<(ggml_type)2, (int)16, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
3.0,468412243,11088,42245.0,42240.0,40448,44480,524.1,"void mul_mat_q_split_k<(ggml_type)159, (int)8, (int)8, (bool)0, (int)4>(const char *, const char *, float *, float *, int, int, int, int, int, int, int)"
2.1,326819154,2812,116223.0,107424.0,99423,223424,29412.1,"void flash_attn_per_slot_kv_singlewarp_kernel<(int)256, (int)256, (ggml_type)2, (ggml_type)2>(const char *, const char *, const char *, const char *, const char *, const int *, const int *, int, float *, float2 *, float, float, float, float, float, unsigned int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)"
1.9,297037882,3384,87777.2,87744.0,87328,91840,360.9,"void fused_mul_mat_vec_q<(ggml_type)2, (int)1, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
1.3,198822654,28092,7077.6,2496.0,2111,14528,5671.0,"void cpy_flt<&cpy_1_flt<float, float>>(const char *, char *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, char **, int)"
1.3,193652183,325,595852.9,466432.0,164096,1231424,341373.8,"<unnamed>::attention_kernel(const __half *, const __half *, const __half *, const int *, __half *, int, int, int, int, int, int, int, int)"
1.0,159832947,83289,1919.0,1920.0,1824,2016,28.0,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, __half, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1.0,157061338,1638,95886.0,95680.0,95264,98720,669.2,"void fused_mul_mat_vec_q<(ggml_type)2, (int)2, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
1.0,149819400,11221,13351.7,16064.0,7328,50816,4656.5,"void delta_net_recurrent_f32<(int)128, (int)256>(const float *, const float *, const float *, const float *, const float *, const float *, float *, long, long, int, long, long, long, int, unsigned long, unsigned long, unsigned long)"
0.8,125487363,884,141954.0,142047.0,141247,143264,409.5,"void fused_mul_mat_vec_q<(ggml_type)2, (int)4, (int)4, (int)1>(const void *, const void *, const void *, float *, const char *, const void *, const void *, unsigned long, int, int, int, int, unsigned long, unsigned long, unsigned long, long, ggml_unary_op, float)"
